,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotArea_log,TotalBsmtSF_log,GrLivArea_log,1stFlrSF_log,2ndFlrSF_log
769,770,60,RL,47.0,53504,Pave,None,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,1650,GasA,Ex,Y,SBrkr,1690,1589,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,0,0,1,0,None,None,None,0,6,2010,WD,Normal,538000,10.887530386461101,7.409136443920128,8.09559870137819,7.43307534889858,7.371489295214277
770,771,85,RL,71.0,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,858,GasA,TA,Y,SBrkr,858,0,858,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,134900,8.889170455363413,6.755768921984255,6.755768921984255,6.755768921984255,0.0
771,772,20,RL,67.0,8877,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,836,GasA,TA,Y,FuseF,1220,0,1220,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2006,COD,Normal,102000,9.09133158539398,6.729824070489475,7.107425474110705,7.107425474110705,0.0
772,773,80,RL,94.0,7819,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,1029,GasA,TA,Y,SBrkr,1117,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Abnorml,107000,8.964439833539357,6.937314081223682,7.0192966537150445,7.0192966537150445,0.0
773,774,20,RL,70.0,10150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,912,GasA,Ex,Y,FuseA,912,0,912,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,114500,9.225327501784431,6.816735880594968,6.816735880594968,6.816735880594968,0.0
774,775,20,RL,110.0,14226,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1935,GasA,Gd,Y,SBrkr,1973,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,None,None,None,0,7,2007,New,Partial,395000,9.562896846651167,7.568379267836522,7.587817219993427,7.587817219993427,0.0
775,776,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,1204,GasA,Ex,Y,SBrkr,1204,0,1204,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,None,None,None,0,6,2009,WD,Normal,162000,8.412054873292933,7.094234845924755,7.094234845924755,7.094234845924755,0.0
776,777,20,RL,86.0,11210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,1614,GasA,Ex,Y,SBrkr,1614,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,None,None,None,0,7,2006,New,Partial,221500,9.324650718153594,7.387090235656757,7.387090235656757,7.387090235656757,0.0
777,778,20,RL,100.0,13350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,864,GasA,TA,Y,SBrkr,894,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,None,MnPrv,None,0,6,2006,WD,Normal,142500,9.499346567390095,6.762729506931879,6.796823718274855,6.796823718274855,0.0
778,779,90,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,Gd,TA,No,None,0,Unf,0,GasA,TA,Y,SBrkr,2020,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2007,WD,Normal,144000,9.036106025364846,0.0,7.611347717403621,7.611347717403621,0.0
779,780,90,RL,78.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,975,GasA,TA,Y,SBrkr,1004,0,1004,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,135000,9.262078567380597,6.883462586413092,6.912742820493176,6.912742820493176,0.0
780,781,20,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,1237,GasA,Gd,Y,SBrkr,1253,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,None,None,None,0,6,2007,WD,Normal,176000,8.971575439759016,7.121252453244542,7.134093721192866,7.134093721192866,0.0
781,782,60,RL,65.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,761,GasA,Ex,Y,SBrkr,810,793,1603,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,None,None,None,0,7,2006,WD,Normal,175900,8.875426919818963,6.635946555686647,7.38025578842646,6.698268054115413,6.677083461247136
782,783,20,RL,67.0,16285,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1413,GasA,Ex,Y,SBrkr,1430,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,6,2009,WD,Normal,187100,9.698061122027077,7.254177846456518,7.266128779556451,7.266128779556451,0.0
783,784,85,RL,73.0,9101,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,1097,GasA,Ex,Y,SBrkr,1110,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,None,None,None,0,7,2009,WD,Normal,165500,9.116249448576587,7.001245622069476,7.01301578963963,7.01301578963963,0.0
784,785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,742,GasA,Ex,Y,SBrkr,742,742,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,Detchd,1914.0,Unf,0,0,TA,TA,Y,0,291,134,0,0,0,None,None,None,0,6,2008,WD,Normal,128000,8.748463629942055,6.610696044717759,7.3031700512368,6.610696044717759,6.610696044717759
785,786,20,RL,80.0,9790,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,1372,GasA,TA,Y,SBrkr,1342,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,0,0,1,0,None,None,None,0,9,2009,WD,Normal,161500,9.189218875354072,7.224753405767971,7.202661196523238,7.202661196523238,0.0
786,787,50,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,686,GasA,TA,Y,SBrkr,966,686,1652,1,0,2,0,4,1,TA,7,Typ,0,None,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,None,None,Shed,1,6,2010,WD,Normal,139000,9.287394001418473,6.532334292222349,7.410347097821024,6.874198495453294,6.532334292222349
787,788,60,RL,76.0,10142,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,956,GasA,Ex,Y,SBrkr,956,1128,2084,1,0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,1,2010,WD,Normal,233000,9.224539091375995,6.863803391452954,7.642524134232902,6.863803391452954,7.029087564149662
788,789,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,901,GasA,Ex,Y,SBrkr,901,0,901,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,107900,8.699681400989514,6.804614520062624,6.804614520062624,6.804614520062624,0.0
789,790,60,RL,80.0,12205,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,832,GasA,Gd,Y,SBrkr,976,1111,2087,0,0,2,1,5,1,Gd,9,Typ,0,None,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,None,None,None,0,7,2007,WD,Normal,187500,9.40968291310444,6.725033642166843,7.643961949002529,6.884486652042782,7.013915474810528
790,791,120,RL,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,1145,GasA,Ex,Y,SBrkr,1145,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,None,None,None,0,9,2009,WD,Normal,160200,8.065579427282092,7.044032897274685,7.044032897274685,7.044032897274685,0.0
791,792,80,RL,73.0,11333,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,1029,GasA,TA,Y,SBrkr,1062,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,146800,9.335562336729565,6.937314081223682,6.968850378341948,6.968850378341948,0.0
792,793,60,RL,92.0,9920,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,1117,GasA,Ex,Y,SBrkr,1127,886,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,None,None,None,0,6,2007,WD,Normal,269790,9.202409001649903,7.0192966537150445,7.607878073278507,7.028201432058005,6.787844982309579
793,794,20,RL,76.0,9158,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1496,GasA,Ex,Y,SBrkr,1496,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,None,None,None,0,6,2007,New,Partial,225000,9.122492281402987,7.311218384419629,7.311218384419629,7.311218384419629,0.0
794,795,60,RL,65.0,10832,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,712,GasA,Ex,Y,SBrkr,1086,809,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,None,None,Shed,1,10,2008,WD,Normal,194500,9.290352309945568,6.569481420414296,7.547501682814967,6.99117688712121,6.697034247666484
795,796,60,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,650,GasA,TA,Y,SBrkr,888,676,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,50,0,0,1,0,None,MnPrv,None,0,4,2010,WD,Normal,171000,9.036106025364846,6.478509642208569,7.355641102974253,6.790097235513905,6.517671272912275
796,797,20,RL,71.0,8197,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,660,GasA,Ex,Y,SBrkr,1285,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,None,MnPrv,None,0,4,2007,WD,Normal,143500,9.011645501064283,6.493753839851686,7.1592919047975645,7.1592919047975645,0.0
797,798,20,RL,57.0,7677,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,773,GasA,Gd,Y,SBrkr,773,0,773,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Abnorml,110000,8.946114375560743,6.651571873589727,6.651571873589727,6.651571873589727,0.0
798,799,60,RL,104.0,13518,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1926,GasA,Ex,Y,SBrkr,1966,1174,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,None,None,None,0,7,2009,New,Partial,485000,9.511851382364405,7.563719668414366,8.052296499538647,7.584264818389059,7.069023426578259
799,800,50,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,731,GasA,Ex,Y,SBrkr,981,787,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,None,MnPrv,None,0,6,2007,WD,Normal,175000,8.881975184248867,6.595780513961311,7.478169694159785,6.889591308354466,6.669498089857879
800,801,60,RL,79.0,12798,Pave,None,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,616,GasA,Gd,Y,SBrkr,616,1072,1688,1,0,2,1,4,1,Gd,8,Typ,0,None,Attchd,1997.0,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,None,None,Shed,1,5,2008,WD,Normal,200000,9.457122321855792,6.424869023905388,7.4318919168078,6.424869023905388,6.9782137426306985
801,802,30,RM,40.0,4800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,1196,GasA,Ex,Y,FuseA,1196,0,1196,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,109900,8.476579508530941,7.087573705557973,7.087573705557973,7.087573705557973,0.0
802,803,60,RL,63.0,8199,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,728,GasA,Ex,Y,SBrkr,728,728,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,18,0,0,0,0,None,None,None,0,10,2008,WD,Normal,189000,9.011889433252344,6.591673732008658,7.284134806195205,6.591673732008658,6.591673732008658
803,804,60,RL,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1734,GasA,Ex,Y,SBrkr,1734,1088,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,170,0,0,1,0,None,None,None,0,1,2009,New,Partial,582933,9.539068413863964,7.45876269238096,7.945555428253489,7.45876269238096,6.9930151229329605
804,805,20,RL,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,936,GasA,TA,Y,SBrkr,1128,0,1128,0,0,1,0,2,1,TA,5,Min1,0,None,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD,Family,118000,9.105090961257085,6.842683282238422,7.029087564149662,7.029087564149662,0.0
805,806,20,RL,91.0,12274,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1417,GasA,Ex,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,None,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,7,2008,New,Partial,227680,9.41531995266272,7.257002707092073,7.264730177929867,7.264730177929867,0.0
806,807,80,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,980,GasA,Gd,Y,SBrkr,980,0,980,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,135500,9.18512512283512,6.8885724595653635,6.8885724595653635,6.8885724595653635,0.0
809,810,75,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,849,GasA,TA,N,FuseA,1075,1063,2138,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,106000,8.999742789830492,6.745236349484363,7.668093709082406,6.98100574072173,6.96979066990159
811,812,120,RM,70.0,4438,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,6,2008,ConLD,Normal,144500,8.398184404834035,6.744059186311348,6.744059186311348,6.744059186311348,0.0
812,813,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,540,GasA,TA,N,FuseA,1044,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,None,None,Shed,1,6,2010,WD,Alloca,55993,9.072571442231286,6.293419278846481,6.951772164398911,6.951772164398911,0.0
813,814,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,1442,GasA,Gd,Y,SBrkr,1442,0,1442,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0,275,0,0,0,None,None,Shed,1,4,2007,COD,Normal,157900,9.18512512283512,7.274479558773871,7.274479558773871,7.274479558773871,0.0
815,816,20,RL,48.0,12137,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1649,GasA,Ex,Y,SBrkr,1661,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,5,2010,WD,Normal,224900,9.4040963063958,7.408530566894626,7.415776975415394,7.415776975415394,0.0
816,817,20,RL,73.0,11425,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,1008,GasA,Gd,Y,SBrkr,1008,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,7,2006,WD,Normal,137000,9.343646739284408,6.9167150203536085,6.9167150203536085,6.9167150203536085,0.0
817,818,20,RL,73.0,13265,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,1568,GasA,Ex,Y,SBrkr,1689,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,0,0,0,0,None,None,None,0,7,2008,WD,Normal,271000,9.492959650085501,7.358193752733032,7.432483807917119,7.432483807917119,0.0
